time,lat,lon,tmax,tmin
1960-08-03,18.5,73.5,26.010000228881836,22.34000015258789
1960-08-04,18.5,73.5,27.1299991607666,22.40999984741211
1960-08-05,18.5,73.5,25.979999542236328,22.280000686645508
1960-08-06,18.5,73.5,26.829999923706055,22.329999923706055
1960-08-07,18.5,73.5,27.59000015258789,21.979999542236328
1960-08-08,18.5,73.5,27.479999542236328,21.84000015258789
1960-08-09,18.5,73.5,26.729999542236328,21.860000610351562
1960-08-10,18.5,73.5,25.110000610351562,21.809999465942383
1960-08-11,18.5,73.5,27.389999389648438,22.360000610351562
1960-08-12,18.5,73.5,26.889999389648438,22.100000381469727
1960-08-13,18.5,73.5,27.1299991607666,22.309999465942383
1960-08-14,18.5,73.5,27.1299991607666,22.239999771118164
1960-08-15,18.5,73.5,27.239999771118164,22.329999923706055
1960-08-16,18.5,73.5,27.110000610351562,22.309999465942383
1960-08-17,18.5,73.5,26.059999465942383,22.469999313354492
1960-08-18,18.5,73.5,26.110000610351562,21.979999542236328
1960-08-19,18.5,73.5,26.709999084472656,22.270000457763672
1960-08-20,18.5,73.5,26.649999618530273,22.229999542236328
1960-08-21,18.5,73.5,27.360000610351562,22.329999923706055
1960-08-22,18.5,73.5,26.3799991607666,22.100000381469727
1960-08-23,18.5,73.5,27.280000686645508,21.709999084472656
1960-08-24,18.5,73.5,26.93000030517578,21.68000030517578
1960-08-25,18.5,73.5,26.420000076293945,21.540000915527344
1960-08-26,18.5,73.5,26.56999969482422,21.760000228881836
1960-08-27,18.5,73.5,27.350000381469727,21.170000076293945
1960-08-28,18.5,73.5,28.600000381469727,21.459999084472656
1960-08-29,18.5,73.5,28.850000381469727,21.540000915527344
1960-08-30,18.5,73.5,29.469999313354492,21.059999465942383
1960-08-31,18.5,73.5,28.700000762939453,21.299999237060547
1960-09-01,18.5,73.5,28.690000534057617,21.56999969482422
1960-09-02,18.5,73.5,28.170000076293945,21.6200008392334
1960-09-03,18.5,73.5,27.760000228881836,21.709999084472656
